item_name,saurce,ingredients,ingredients
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Cheese, Lettuce  ",2
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",2
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Sour Cream, Cheese, Lettuce  ",2
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole  ",2
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Cheese  ",2
Chicken Burrito, Tomatillo Red Chili Salsa,"  Black Beans, Cheese, Sour Cream  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Black Beans, Lettuce  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Cheese, Black Beans, Rice  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Cheese, Guacamole  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Cheese, Rice, Black Beans  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Guacamole  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Rice, Cheese  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Guacamole, Lettuce  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Lettuce  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Cheese, Guacamole, Lettuce  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Fajita Vegetables, Black Beans, Lettuce  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Pinto Beans, Cheese, Lettuce  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Sour Cream  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Sour Cream, Cheese, Rice  ",1
Chicken Burrito, Tomatillo Red Chili Salsa, Lettuce ,1
Chicken Burrito, Tomatillo Red Chili Salsa, Rice ,1
Chicken Burrito, Tomatillo Red Chili Salsa ,Origin,1
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Rice, Cheese  ",5
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Rice, Cheese, Sour Cream, Guacamole  ",4
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Rice, Cheese, Sour Cream, Lettuce  ",3
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Rice  ",1
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Rice, Cheese, Lettuce  ",1
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream  ",1
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Lettuce, Guacamole, Sour Cream, Cheese, Rice, Black Beans  ",1
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Pinto Beans, Rice, Cheese, Guacamole  ",1
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Pinto Beans, Rice, Cheese, Sour Cream, Guacamole  ",1
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Pinto Beans, Rice, Fajita Veggies, Cheese, Lettuce  ",1
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream  ",1
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Rice, Black Beans, Cheese, Lettuce  ",1
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Rice, Black Beans, Fajita Veggies, Guacamole  ",1
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Rice, Cheese, Sour Cream, Guacamole  ",1
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Rice, Fajita Veggies, Cheese, Sour Cream  ",1
Chicken Burrito, Tomatillo Red Chili Salsa  Hot ,"  Rice, Guacamole  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa,"  Black Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa,"  Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa,"  Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa,"  Fajita Vegetables, Cheese, Sour Cream, Guacamole  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa,"  Fajita Vegetables, Cheese, Sour Cream, Lettuce  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa,"  Fajita Vegetables, Lettuce  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Lettuce  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa,"  Rice, Cheese, Lettuce  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa,"  Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa,"  Rice, Fajita Vegetables, Cheese  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa, Fajita Vegetables ,1
Chicken Crispy Tacos, Fresh Tomato Salsa, Lettuce ,1
Chicken Crispy Tacos, Fresh Tomato Salsa, Rice ,1
Chicken Crispy Tacos, Fresh Tomato Salsa  Mild ,"  Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa  Mild ,"  Rice, Cheese, Lettuce  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa  Mild ,"  Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Crispy Tacos, Fresh Tomato Salsa  Mild , Fajita Veggies ,1
Chicken Crispy Tacos, Roasted Chili Corn Salsa,"  Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole  ",2
Chicken Crispy Tacos, Roasted Chili Corn Salsa,"  Rice, Cheese, Guacamole  ",2
Chicken Crispy Tacos, Roasted Chili Corn Salsa,"  Cheese, Sour Cream  ",1
Chicken Crispy Tacos, Roasted Chili Corn Salsa,"  Cheese, Sour Cream, Lettuce  ",1
Chicken Crispy Tacos, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce  ",1
Chicken Crispy Tacos, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream  ",1
Chicken Crispy Tacos, Roasted Chili Corn Salsa,"  Rice, Black Beans, Lettuce  ",1
Chicken Crispy Tacos, Roasted Chili Corn Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Crispy Tacos, Roasted Chili Corn Salsa,"  Rice, Sour Cream, Cheese, Guacamole  ",1
Chicken Crispy Tacos, Roasted Chili Corn Salsa,"  Sour Cream, Cheese, Lettuce, Guacamole  ",1
Chicken Crispy Tacos, Roasted Chili Corn Salsa  Medium ,"  Cheese, Sour Cream, Lettuce  ",2
Chicken Crispy Tacos, Roasted Chili Corn Salsa  Medium ,"  Black Beans, Rice, Cheese  ",1
Chicken Crispy Tacos, Tomatillo Green Chili Salsa,"  Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Crispy Tacos, Tomatillo Green Chili Salsa  Medium ,"  Black Beans, Rice, Cheese  ",1
Chicken Crispy Tacos, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce  ",2
Chicken Crispy Tacos, Tomatillo Red Chili Salsa,"  Black Beans, Cheese  ",1
Chicken Crispy Tacos, Tomatillo Red Chili Salsa,"  Black Beans, Cheese, Lettuce, Guacamole  ",1
Chicken Crispy Tacos, Tomatillo Red Chili Salsa,"  Cheese, Sour Cream, Lettuce  ",1
Chicken Crispy Tacos, Tomatillo Red Chili Salsa,"  Rice, Cheese  ",1
Chicken Crispy Tacos, Tomatillo Red Chili Salsa,"  Rice, Fajita Vegetables, Cheese, Lettuce  ",1
Chicken Crispy Tacos, Tomatillo Red Chili Salsa, Cheese ,1
Chicken Crispy Tacos, Tomatillo Red Chili Salsa ,Origin,1
Chicken Salad,  Tomatillo Green Chili Salsa  Medium ," Roasted Chili Corn Salsa  Medium  ,  Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Salad, Fresh Tomato Salsa  Mild , Black Beans ,3
Chicken Salad, Fresh Tomato Salsa  Mild ,"  Black Beans, Cheese, Lettuce  ",1
Chicken Salad, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Black Beans, Rice, Fajita Veggies, Lettuce  ",1
Chicken Salad, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Rice, Cheese, Sour Cream  ",1
Chicken Salad, Roasted Chili Corn  Medium ,"  Lettuce, Black Beans, Cheese  ",1
Chicken Salad, Roasted Chili Corn Salsa  Medium ,"  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",5
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Lettuce  ",4
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Pinto Beans, Lettuce  ",4
Chicken Salad Bowl, Fresh Tomato Salsa,"  Black Beans, Cheese, Guacamole  ",3
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Pinto Beans, Guacamole, Lettuce  ",3
Chicken Salad Bowl, Fresh Tomato Salsa,"  Rice, Fajita Vegetables, Pinto Beans, Black Beans, Lettuce, Guacamole  ",3
Chicken Salad Bowl, Fresh Tomato Salsa, Fajita Vegetables ,3
Chicken Salad Bowl, Fresh Tomato Salsa,"  Cheese, Lettuce  ",2
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Cheese, Sour Cream  ",2
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Cheese, Sour Cream, Lettuce  ",2
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Sour Cream, Cheese, Lettuce  ",2
Chicken Salad Bowl, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",2
Chicken Salad Bowl, Fresh Tomato Salsa,"  Rice, Guacamole  ",2
Chicken Salad Bowl, Fresh Tomato Salsa, Lettuce ,2
Chicken Salad Bowl, Fresh Tomato Salsa,"  Black Beans, Cheese, Sour Cream  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Black Beans, Guacamole  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Cheese, Guacamole, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Black Beans, Cheese, Guacamole  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Black Beans, Cheese, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Black Beans, Guacamole, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Guacamole  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Guacamole, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Pinto Beans, Guacamole  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Guacamole, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Sour Cream  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Sour Cream, Guacamole  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Pinto Beans, Cheese, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Pinto Beans, Cheese, Sour Cream, Guacamole, Fajita Vegetables, Rice, Black Beans, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Pinto Beans, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Pinto Beans, Sour Cream, Cheese  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Guacamole, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Rice, Cheese, Sour Cream, Guacamole  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Rice, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Rice, Pinto Beans, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa,"  Sour Cream, Cheese, Lettuce  ",1
Chicken Salad Bowl, Fresh Tomato Salsa ,Origin,2
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Black Beans, Sour Cream, Cheese, Lettuce  ",2
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Black Beans, Cheese, Lettuce  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Black Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Cheese, Guacamole, Lettuce  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Cheese, Lettuce  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Black Beans, Guacamole, Lettuce  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Guacamole  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole, Lettuce  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Cheese, Lettuce  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Guacamole, Lettuce  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Pinto Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Rice, Black Beans, Lettuce  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Rice, Guacamole  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Rice, Pinto Beans, Lettuce  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa,"  Rice, Sour Cream  ",1
Chicken Salad Bowl, Roasted Chili Corn Salsa, Cheese ,1
Chicken Salad Bowl, Tomatillo Green Chili Salsa,"  Black Beans, Cheese, Guacamole  ",5
Chicken Salad Bowl, Tomatillo Green Chili Salsa,"  Black Beans, Sour Cream, Cheese, Guacamole  ",1
Chicken Salad Bowl, Tomatillo Green Chili Salsa,"  Black Beans, Sour Cream, Cheese, Lettuce, Guacamole  ",1
Chicken Salad Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Black Beans, Cheese, Lettuce  ",1
Chicken Salad Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Black Beans, Pinto Beans, Lettuce  ",1
Chicken Salad Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Lettuce  ",1
Chicken Salad Bowl, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Salad Bowl, Tomatillo Green Chili Salsa,"  Sour Cream, Cheese, Guacamole  ",1
Chicken Salad Bowl, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Black Beans, Guacamole, Lettuce  ",2
Chicken Salad Bowl, Tomatillo Red Chili Salsa,"  Black Beans, Cheese, Lettuce  ",1
Chicken Salad Bowl, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole  ",1
Chicken Salad Bowl, Tomatillo Red Chili Salsa,"  Rice, Cheese  ",1
Chicken Salad Bowl, Tomatillo Red Chili Salsa,"  Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce  ",1
Chicken Soft Tacos,  Roasted Chili Corn Salsa  Medium ," Tomatillo Red Chili Salsa  Hot  ,  Rice, Fajita Veggies, Cheese, Lettuce  ",1
Chicken Soft Tacos,  Tomatillo Green Chili Salsa  Medium ," Fresh Tomato Salsa  Mild  ,  Cheese, Sour Cream, Guacamole  ",1
Chicken Soft Tacos,  Tomatillo Red Chili Salsa  Hot ," Roasted Chili Corn Salsa  Medium  ,  Guacamole, Cheese, Sour Cream  ",1
Chicken Soft Tacos, Fresh Tomato Salsa,"  Cheese, Sour Cream, Lettuce  ",5
Chicken Soft Tacos, Fresh Tomato Salsa,"  Cheese, Lettuce  ",3
Chicken Soft Tacos, Fresh Tomato Salsa,"  Rice, Cheese, Sour Cream  ",3
Chicken Soft Tacos, Fresh Tomato Salsa,"  Sour Cream, Cheese, Guacamole  ",3
Chicken Soft Tacos, Fresh Tomato Salsa,"  Fajita Vegetables, Cheese, Sour Cream  ",2
Chicken Soft Tacos, Fresh Tomato Salsa,"  Sour Cream, Lettuce  ",2
Chicken Soft Tacos, Fresh Tomato Salsa, Rice ,2
Chicken Soft Tacos, Fresh Tomato Salsa,"  Cheese, Guacamole, Lettuce  ",1
Chicken Soft Tacos, Fresh Tomato Salsa,"  Cheese, Sour Cream  ",1
Chicken Soft Tacos, Fresh Tomato Salsa,"  Cheese, Sour Cream, Guacamole  ",1
Chicken Soft Tacos, Fresh Tomato Salsa,"  Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Soft Tacos, Fresh Tomato Salsa,"  Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole  ",1
Chicken Soft Tacos, Fresh Tomato Salsa,"  Fajita Vegetables, Cheese, Guacamole  ",1
Chicken Soft Tacos, Fresh Tomato Salsa,"  Fajita Vegetables, Cheese, Guacamole, Lettuce  ",1
Chicken Soft Tacos, Fresh Tomato Salsa,"  Fajita Vegetables, Cheese, Lettuce  ",1
Chicken Soft Tacos, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Lettuce  ",1
Chicken Soft Tacos, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Soft Tacos, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese  ",1
Chicken Soft Tacos, Fresh Tomato Salsa,"  Rice, Cheese  ",1
Chicken Soft Tacos, Fresh Tomato Salsa,"  Rice, Fajita Vegetables, Cheese  ",1
Chicken Soft Tacos, Fresh Tomato Salsa,"  Rice, Sour Cream, Cheese, Lettuce  ",1
Chicken Soft Tacos, Fresh Tomato Salsa, Sour Cream ,1
Chicken Soft Tacos, Fresh Tomato Salsa ,Origin,1
Chicken Soft Tacos, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Rice, Cheese, Sour Cream  ",4
Chicken Soft Tacos, Fresh Tomato Salsa  Mild ,"  Cheese, Sour Cream  ",2
Chicken Soft Tacos, Fresh Tomato Salsa  Mild ,"  Cheese, Sour Cream, Lettuce  ",2
Chicken Soft Tacos, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Soft Tacos, Fresh Tomato Salsa  Mild ,"  Cheese, Lettuce  ",1
Chicken Soft Tacos, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Cheese, Sour Cream  ",1
Chicken Soft Tacos, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Rice, Cheese, Lettuce  ",1
Chicken Soft Tacos, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Soft Tacos, Fresh Tomato Salsa  Mild ,"  Rice, Cheese, Sour Cream  ",1
Chicken Soft Tacos, Fresh Tomato Salsa  Mild ,"  Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Soft Tacos, Fresh Tomato Salsa  Mild ,"  Rice, Fajita Veggies, Guacamole, Lettuce  ",1
Chicken Soft Tacos, Fresh Tomato Salsa  Mild ,"  Rice, Fajita Veggies, Sour Cream, Lettuce  ",1
Chicken Soft Tacos, Roasted Chili Corn Salsa,"  Rice, Cheese  ",8
Chicken Soft Tacos, Roasted Chili Corn Salsa,"  Rice, Cheese, Lettuce, Guacamole  ",5
Chicken Soft Tacos, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce  ",3
Chicken Soft Tacos, Roasted Chili Corn Salsa,"  Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce  ",2
Chicken Soft Tacos, Roasted Chili Corn Salsa,"  Black Beans, Cheese, Guacamole, Lettuce  ",1
Chicken Soft Tacos, Roasted Chili Corn Salsa,"  Black Beans, Cheese, Sour Cream  ",1
Chicken Soft Tacos, Roasted Chili Corn Salsa,"  Black Beans, Lettuce  ",1
Chicken Soft Tacos, Roasted Chili Corn Salsa,"  Cheese, Lettuce  ",1
Chicken Soft Tacos, Roasted Chili Corn Salsa,"  Fajita Vegetables, Cheese  ",1
Chicken Soft Tacos, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Cheese, Lettuce  ",1
Chicken Soft Tacos, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Lettuce, Guacamole  ",1
Chicken Soft Tacos, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Sour Cream  ",1
Chicken Soft Tacos, Roasted Chili Corn Salsa,"  Rice, Cheese, Lettuce  ",1
Chicken Soft Tacos, Roasted Chili Corn Salsa,"  Rice, Fajita Vegetables, Lettuce, Guacamole  ",1
Chicken Soft Tacos, Roasted Chili Corn Salsa, Rice ,1
Chicken Soft Tacos, Roasted Chili Corn Salsa  Medium ,"  Cheese, Sour Cream  ",1
Chicken Soft Tacos, Roasted Chili Corn Salsa  Medium , Cheese ,1
Chicken Soft Tacos, Tomatillo Green Chili Salsa,"  Guacamole, Sour Cream  ",1
Chicken Soft Tacos, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Soft Tacos, Tomatillo Green Chili Salsa,"  Rice, Fajita Vegetables, Cheese, Lettuce  ",1
Chicken Soft Tacos, Tomatillo Green Chili Salsa,"  Sour Cream, Guacamole  ",1
Chicken Soft Tacos, Tomatillo Green Chili Salsa  Medium ,"  Cheese, Sour Cream  ",1
Chicken Soft Tacos, Tomatillo Green Chili Salsa  Medium ,"  Pinto Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Soft Tacos, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce  ",3
Chicken Soft Tacos, Tomatillo Red Chili Salsa,"  Rice, Cheese  ",2
Chicken Soft Tacos, Tomatillo Red Chili Salsa, Cheese ,2
Chicken Soft Tacos, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Black Beans, Cheese, Lettuce  ",1
Chicken Soft Tacos, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Soft Tacos, Tomatillo Red Chili Salsa,"  Rice, Cheese, Sour Cream  ",1
Chicken Soft Tacos, Tomatillo Red Chili Salsa,"  Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Soft Tacos, Tomatillo Red Chili Salsa,"  Rice, Sour Cream  ",1
Chicken Soft Tacos, Tomatillo Red Chili Salsa, Rice ,1
Chicken Soft Tacos, Tomatillo Red Chili Salsa  Hot , Cheese ,2
Chicken Soft Tacos, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Soft Tacos, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Rice, Cheese, Lettuce  ",1
Chicken Soft Tacos, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Soft Tacos, Tomatillo Red Chili Salsa  Hot ,"  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
